x,y,label
9.868554467472823,-6.20211334833678,1.0
8.638265112065927,-6.47252755706568,1.0
10.163835752919988,10.934237840817174,2.0
10.559546482019192,9.540943063542855,2.0
6.049594858612838,9.082913569603743,2.0
9.247535178739206,-10.284857547003778,1.0
6.896693428998086,6.239740080904443,2.0
-0.6894410234292225,4.720459458466778,0.0
11.769502500199367,-5.1105677791792115,1.0
10.838771573961239,10.059219298467017,2.0
9.889093991333587,9.973705515320004,2.0
10.191471457998329,-6.277102561545622,1.0
11.966118628180569,-4.852245684682519,1.0
9.435311979706128,10.386274352868483,2.0
10.67870090991142,-4.9827947180005,1.0
10.410017376903877,-4.883733533982585,1.0
10.814984134831587,-6.5335418603129325,1.0
10.355602080903278,-4.176103940605408,1.0
9.528930103260443,9.187389013482361,2.0
7.666822203105403,9.882137999304165,2.0
-1.8186614507142418,-0.9182470687069927,0.0
10.244322402792317,11.660403969643518,2.0
9.642463858984877,-6.264505242873033,1.0
-3.024819077506142,-4.654821240321817,0.0
9.390233296039764,-6.956205623727368,1.0
-2.846231233269589,-2.093357878700969,0.0
9.544267401482237,10.00112713186186,2.0
8.835422017013501,7.826486371465974,2.0
-1.7271441160233494,-1.6732426282820507,0.0
9.355884954576897,-7.959860386519586,1.0
5.1491433602315295,6.784765121779921,2.0
10.031760321379268,9.965231386050752,2.0
8.2108635781048,7.710885437581407,2.0
10.665763922729898,-6.753848345760114,1.0
10.871699277582012,-6.396957245534274,1.0
-0.9995397643345734,3.8551514524611274,0.0
0.29926046896042946,2.750079164500064,0.0
-3.4452062698692343,0.7321083258232983,0.0
7.598751989796514,8.198116338642535,2.0
-4.301218789580357,-3.2639891199710487,0.0
6.85869686494581,6.74399967894,2.0
11.538090342321162,-2.741005288726802,1.0
5.823024736716798,8.004832990159501,2.0
10.614774556737487,-6.149064368252398,1.0
-1.149742269051578,0.24258746819631585,0.0
-0.45800828030126306,1.710528757460281,0.0
8.849890909980513,8.905191340687743,2.0
-2.0236537906945373,-1.0284402740002208,0.0
-2.1849166904645996,-0.14766997335618753,0.0
11.296724298184282,-3.9133043025972296,1.0
-0.6664864933463905,4.066868888213625,0.0
8.366875354308632,8.841954518037591,2.0
9.765777112940437,8.943683333333428,2.0
8.340433762910415,8.555116530278369,2.0
6.757098057785456,7.182270137269133,2.0
-2.882688688487259,-0.8071413320902954,0.0
-2.9586329616533726,-2.8148001767552127,0.0
10.103505012955578,-6.523147439294239,1.0
9.418879272844453,-4.999513747931069,1.0
-1.2696170256884907,1.1856684070153352,0.0
-1.1810066916619273,2.2307852457542046,0.0
-1.6484569679552397,1.562513690897163,0.0
6.26894600475338,6.686567687856453,2.0
7.7342173057283565,8.338354774039379,2.0
9.097268171249201,9.930796575883408,2.0
-2.2391546429909974,0.4296801024652355,0.0
6.237065950431955,6.53846184046691,2.0
9.316188339135717,10.928127351734007,2.0
10.721831654430918,-4.607464236472902,1.0
